authors,doi,title,classification_id,type,issued_date,subject,journal_title,publisher,issn,isbn,issue,volume,page,nhm_sub,oa_id,best_oa_url,updated_date,pdf_url,is_oa,doi_url,host_type,version,retrieved_date
"Caldara, Roberto; Košťál, Michael",10.3390/d10020037,"Description of Four New Species of the Afrotropical Weevil Genus Afroryzophilus (Coleoptera, Curculionidae)",1,journal-article,2018-05-23,,Diversity,MDPI AG,1424-2818,,2,10,37,1,306,http://www.mdpi.com/1424-2818/10/2/37/pdf,2018-08-10,http://www.mdpi.com/1424-2818/10/2/37/pdf,1,https://doi.org/10.3390/d10020037,publisher,publishedVersion,2018-09-15
"Lyal, Christopher",10.3390/d10030074,The Problematic Genus Sclerocardius (Coleoptera: Curculionidae: Molytinae: Ithyporini),1,journal-article,2018-07-26,"Agricultural and Biological Sciences (miscellaneous),Ecological Modelling,Ecology,Nature and Landscape Conservation",Diversity,MDPI AG,1424-2818,,3,10,74,1,307,http://www.mdpi.com/1424-2818/10/3/74/pdf,2018-08-11,http://www.mdpi.com/1424-2818/10/3/74/pdf,1,https://doi.org/10.3390/d10030074,publisher,publishedVersion,2018-09-15
"Friedman, Ariel-Leib-Leonid",10.3390/d10030077,Review of the Hygrophilous Weevils in Israel (Coleoptera: Curculionoidea),1,journal-article,2018-07-31,"Agricultural and Biological Sciences (miscellaneous),Ecological Modelling,Ecology,Nature and Landscape Conservation",Diversity,MDPI AG,1424-2818,,3,10,77,1,309,http://www.mdpi.com/1424-2818/10/3/77/pdf,2018-08-08,http://www.mdpi.com/1424-2818/10/3/77/pdf,1,https://doi.org/10.3390/d10030077,publisher,publishedVersion,2018-09-15
"Cristóvão, Joana; Lyal, Christopher",10.3390/d10030082,Anchonini in Africa: New Species and Genus Confirming a Transatlantic Distribution (Coleoptera: Curculionidae: Molytinae),1,journal-article,2018-08-06,"Agricultural and Biological Sciences (miscellaneous),Ecological Modelling,Ecology,Nature and Landscape Conservation",Diversity,MDPI AG,1424-2818,,3,10,82,1,310,http://www.mdpi.com/1424-2818/10/3/82/pdf,2018-08-07,http://www.mdpi.com/1424-2818/10/3/82/pdf,1,https://doi.org/10.3390/d10030082,publisher,publishedVersion,2018-09-15
"Hespenheide, Henry",10.3390/d10030084,"A Review of Philenis Champion, 1906 (Coleoptera: Curculionidae: Conoderinae), with Descriptions of New Species from Central and South America",1,journal-article,2018-08-08,"Agricultural and Biological Sciences (miscellaneous),Ecological Modelling,Ecology,Nature and Landscape Conservation",Diversity,MDPI AG,1424-2818,,3,10,84,1,311,http://www.mdpi.com/1424-2818/10/3/84/pdf,2018-08-09,http://www.mdpi.com/1424-2818/10/3/84/pdf,1,https://doi.org/10.3390/d10030084,publisher,publishedVersion,2018-09-15
"Park, Hyun; Tuan, Nguyen; Oh, Joonseok; Son, Younglim; Hamann, Mark; Stone, Robert; Kelly, Michelle; Oh, Sangtaek; Na, MinKyun",10.3390/md16090297,Sesterterpenoid and Steroid Metabolites from a Deep-Water Alaska Sponge Inhibit Wnt/β-Catenin Signaling in Colon Cancer Cells,1,journal-article,2018-08-27,Drug Discovery,Marine Drugs,MDPI AG,1660-3397,,9,16,297,1,314,https://doi.org/10.3390/md16090297,2018-09-15,,1,https://doi.org/10.3390/md16090297,publisher,publishedVersion,2018-09-15
"Li, Xuankun; Rodrigues, Paula Fernanda Motta; Lamas, Carlos José Einicker; Yeates, David K.",10.3853/j.2201-4349.70.2018.1678,"A review of the Australian species of Thevenetimyia Bigot, 1875 (Bombyliidae, Bombyliinae, Eclimini), with description of four new species and the pupal case of T. longipalpis (Hardy)",1,journal-article,2018-05-30,,Records of the Australian Museum,Australian Museum,0067-1975,,3,30,331-375,1,315,,2018-08-04,,0,https://doi.org/10.3853/j.2201-4349.70.2018.1678,,,2018-09-15
"Londt, Jason G. H.; Dikow, Torsten",10.3897/afrinvertebr.59.25022,"A review of the assassin-fly genus Laphyctis Loew, 1858 with descriptions of two new species (Diptera, Asilidae, Laphriinae)",1,journal-article,2018-06-15,"Palaeontology,Insect Science,Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",African Invertebrates,Pensoft Publishers,2305-2562,,1,59,75-106,1,316,https://africaninvertebrates.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25022,2018-08-09,https://africaninvertebrates.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25022,1,https://doi.org/10.3897/afrinvertebr.59.25022,publisher,publishedVersion,2018-09-15
"Adams, Zoe ; Shimabukuro, Paloma",10.3897/bdj.6.e24484,"A cybercatalogue of American sand fly types (Diptera, Psychodidae, Phlebotominae) deposited at the Natural History Museum, London",1,journal-article,2018-05-15,,Biodiversity Data Journal,Pensoft Publishers,1314-2828,,,6,e24484,1,317,https://bdj.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24484,2018-05-15,https://bdj.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24484,1,https://doi.org/10.3897/bdj.6.e24484,publisher,publishedVersion,2018-09-15
"Bidzilya, Oleksiy; Mey, Wolfram",10.3897/dez.65.25747,"Review of the genus Tricerophora Janse, 1958 (Lepidoptera, Gelechiidae) with description of six new species",1,journal-article,2018-06-12,Insect Science,Deutsche Entomologische Zeitschrift,Pensoft Publishers,1860-1324,,1,65,81-98,1,318,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25747,2018-07-12,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25747,1,https://doi.org/10.3897/dez.65.25747,publisher,publishedVersion,2018-09-15
"Arriaga-Varela, Emmanuel; Wong, Sin Yeng; Kirejtshuk, Alexander; Fikácek, Martin",10.3897/dez.65.26261,"Review of the flower-inhabiting water scavenger beetle genus Cycreon (Coleoptera, Hydrophilidae), with descriptions of new species and comments on its biology",1,journal-article,2018-06-12,Insect Science,Deutsche Entomologische Zeitschrift,Pensoft Publishers,1860-1324,,1,65,99-115,1,319,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26261,2018-08-05,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26261,1,https://doi.org/10.3897/dez.65.26261,publisher,publishedVersion,2018-09-15
"Liebherr, James K.",10.3897/dez.65.27424,"Taxonomic review of Australian Mecyclothorax Sharp (Coleoptera, Carabidae, Moriomorphini) with special emphasis on the M. lophoides (Chaudoir) species complex",1,journal-article,2018-08-13,Insect Science,Deutsche Entomologische Zeitschrift,Pensoft Publishers,1860-1324,,2,65,177-224,1,320,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=27424,2018-08-14,https://dez.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=27424,1,https://doi.org/10.3897/dez.65.27424,publisher,publishedVersion,2018-09-15
"Werner, Jennifer; Peters, Ralph S.",10.3897/jhr.63.12754,"Taxonomic revision of the genus Oodera Westwood, 1874 (Hymenoptera, Chalcidoidea, Pteromalidae, Cleonyminae), with description of ten new species",1,journal-article,2018-04-30,,Journal of Hymenoptera Research,Pensoft Publishers,1314-2607,,,63,73-123,1,321,https://jhr.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=12754,2018-06-21,https://jhr.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=12754,1,https://doi.org/10.3897/jhr.63.12754,publisher,publishedVersion,2018-09-15
"Ronkay, László; Huemer, Peter",10.3897/nl.41.23090,"
          Agrotis fatidica (Hübner, 1824) species-group revisited, with description of two new species from the Alps and the Pyrenees (Lepidoptera, Noctuidae)",1,journal-article,2018-06-12,"Insect Science,Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Nota Lepidopterologica,Pensoft Publishers,2367-5365,,1,41,145-179,1,323,https://nl.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23090,2018-06-28,https://nl.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23090,1,https://doi.org/10.3897/nl.41.23090,publisher,publishedVersion,2018-09-15
"Särkinen, Tiina; Poczai, Peter; Barboza, Gloria E.; van der Weerden, Gerard M.; Baden, Maria; Knapp, Sandra",10.3897/phytokeys.106.21991,"A revision of the Old World Black Nightshades (Morelloid clade of Solanum L., Solanaceae)",1,journal-article,2018-07-25,"Plant Science,Ecology, Evolution, Behavior and Systematics",PhytoKeys,Pensoft Publishers,1314-2003,,,106,1-223,1,324,https://phytokeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21991,2018-07-25,https://phytokeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21991,1,https://doi.org/10.3897/phytokeys.106.21991,publisher,publishedVersion,2018-09-15
"Otero, José Carlos; Pereira, José Manuel",10.3897/zookeys.748.23856,"On a new species of Micrambe from Africa (Coleoptera, Cryptophagidae)",1,journal-article,2018-04-04,,ZooKeys,Pensoft Publishers,1313-2970,,,748,47-56,1,325,https://doi.org/10.3897/zookeys.748.23856,2018-09-15,,1,https://doi.org/10.3897/zookeys.748.23856,publisher,publishedVersion,2018-09-15
"Lemaitre, Rafael; Rahayu, Dwi Listyo; Komai, Tomoyuki",10.3897/zookeys.752.23712,"A revision of “blanket-hermit crabs” of the genus Paguropsis Henderson, 1888, with the description of a new genus and five new species (Crustacea, Anomura, Diogenidae)",1,journal-article,2018-04-23,,ZooKeys,Pensoft Publishers,1313-2970,,,752,17-97,1,326,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23712,2018-04-23,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23712,1,https://doi.org/10.3897/zookeys.752.23712,publisher,publishedVersion,2018-09-15
"Lemos-Espinal, Julio A.; Smith, Geoffrey R.; Woolrich-Piña, Guillermo A.",10.3897/zookeys.753.21094,"Amphibians and reptiles of the state of San Luis Potosí, Mexico, with comparisons with adjoining states",1,journal-article,2018-04-26,,ZooKeys,Pensoft Publishers,1313-2970,,,753,83-106,1,327,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21094,2018-06-15,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21094,1,https://doi.org/10.3897/zookeys.753.21094,publisher,publishedVersion,2018-09-15
"Renan, Ittai; Assmann, Thorsten; Freidberg, Amnon",10.3897/zookeys.753.22366,"Taxonomic revision of the Graphipterus serrator (Forskål) group (Coleoptera, Carabidae): an increase from five to 15 valid species",1,journal-article,2018-04-26,,ZooKeys,Pensoft Publishers,1313-2970,,,753,23-82,1,328,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=22366,2018-08-03,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=22366,1,https://doi.org/10.3897/zookeys.753.22366,publisher,publishedVersion,2018-09-15
"Percy, Diana M.",10.3897/zookeys.758.23019,"Revision of the Hawaiian psyllid genus Swezeyana, with descriptions of seven new species (Hemiptera, Psylloidea, Triozidae)",1,journal-article,2018-05-15,,ZooKeys,Pensoft Publishers,1313-2970,,,758,75-113,1,329,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23019,2018-06-07,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23019,1,https://doi.org/10.3897/zookeys.758.23019,publisher,publishedVersion,2018-09-15
"Shi, Hongliang; Liang, Hongbin",10.3897/zookeys.758.24169,"Revision of genus Pericalus from China, with descriptions of four new species (Carabidae, Lebiini, Pericalina)",1,journal-article,2018-05-14,,ZooKeys,Pensoft Publishers,1313-2970,,,758,19-54,1,330,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24169,2018-06-18,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24169,1,https://doi.org/10.3897/zookeys.758.24169,publisher,publishedVersion,2018-09-15
"Pan, Zhao; Ren, Guodong; Bologna, Marco A.",10.3897/zookeys.765.24395,"
          Longizonitis, a new nemognathine genus from the Himalayas (Coleoptera, Meloidae)",1,journal-article,2018-06-06,,ZooKeys,Pensoft Publishers,1313-2970,,,765,43-50,1,331,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24395,2018-08-06,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24395,1,https://doi.org/10.3897/zookeys.765.24395,publisher,publishedVersion,2018-09-15
"Arteaga, Alejandro; Salazar-Valenzuela, David; Mebert, Konrad; Peñafiel, Nicolás; Aguiar, Gabriela; Sánchez-Nivicela, Juan C.; Pyron, R. Alexander; Colston, Timothy J.; Cisneros-Heredia, Diego F.; Yánez-Muñoz, Mario H.; Venegas, Pablo J.; Guayasamin, Juan M.; Torres-Carvajal, Omar",10.3897/zookeys.766.24523,"Systematics of South American snail-eating snakes (Serpentes, Dipsadini), with the description of five new species from Ecuador and Peru",1,journal-article,2018-06-14,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,766,79-147,1,332,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24523,2018-08-06,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24523,1,https://doi.org/10.3897/zookeys.766.24523,publisher,publishedVersion,2018-09-15
"Azorsa, Frank; Fisher, Brian",10.3897/zookeys.767.21105,"Taxonomy of the ant genus Carebara Westwood (Formicidae, Myrmicinae) in the Malagasy Region",1,journal-article,2018-06-18,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,767,1-149,1,333,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21105,2018-06-22,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21105,1,https://doi.org/10.3897/zookeys.767.21105,publisher,publishedVersion,2018-09-15
"Girón, Jennifer C.; Short, Andrew Edward Z.",10.3897/zookeys.768.24423,"Three new genera of acidocerine water scavenger beetles from tropical South America (Coleoptera, Hydrophilidae, Acidocerinae)",1,journal-article,2018-06-19,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,768,113-158,1,334,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24423,2018-06-20,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24423,1,https://doi.org/10.3897/zookeys.768.24423,publisher,publishedVersion,2018-09-15
"Gomez, Demian F.; Rabaglia, Robert J.; Fairbanks, Katherine E. O.; Hulcr, Jiri",10.3897/zookeys.768.24697,"North American Xyleborini north of Mexico: a review and key to genera and species (Coleoptera, Curculionidae, Scolytinae)",1,journal-article,2018-06-19,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,768,19-68,1,335,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24697,2018-08-08,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24697,1,https://doi.org/10.3897/zookeys.768.24697,publisher,publishedVersion,2018-09-15
"Vujić, Ante; Radenković, Snežana; Likov, Laura",10.3897/zookeys.771.20481,"Revision of the Palaearctic species of the Merodon desuturinus group (Diptera, Syrphidae)",1,journal-article,2018-07-05,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,771,105-138,1,336,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=20481,2018-07-25,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=20481,1,https://doi.org/10.3897/zookeys.771.20481,publisher,publishedVersion,2018-09-15
"Rasool, Iftekhar; Abdel-Dayem, Mahmoud S.; Felix, Ron F.F.L.; Aldhafer, Hathal M.",10.3897/zookeys.771.24165,"The Dromiusina Bonelli, 1810 of southwestern Saudi Arabia with description of a new species (Coleoptera, Carabidae, Lebiini)",1,journal-article,2018-07-05,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,771,73-103,1,337,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24165,2018-08-10,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24165,1,https://doi.org/10.3897/zookeys.771.24165,publisher,publishedVersion,2018-09-15
"Kobayashi, Shigeki; Johns, Chris A. ; Lopez-Vaamonde, Carlos; Doorenweerd, Camiel; Kawakita, Atsushi; Ohshima, Issei; Lees, David C.; Hanabergh, Sofia; Kawahara, Akito Y.",10.3897/zookeys.773.21690,"Hawaiian Philodoria (Lepidoptera, Gracillariidae, Ornixolinae) leaf mining moths on Myrsine (Primulaceae): two new species and biological data",1,journal-article,2018-07-09,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,773,109-141,1,338,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21690,2018-08-06,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=21690,1,https://doi.org/10.3897/zookeys.773.21690,publisher,publishedVersion,2018-09-15
"Khalik, Mohd Zacaery; Hendriks, Kasper; Vermeulen, Jaap J.; Schilthuizen, Menno",10.3897/zookeys.773.24878,"A molecular and conchological dissection of the “scaly” Georissa of Malaysian Borneo (Gastropoda, Neritimorpha, Hydrocenidae)",1,journal-article,2018-07-09,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,773,1-55,1,339,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24878,2018-08-03,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24878,1,https://doi.org/10.3897/zookeys.773.24878,publisher,publishedVersion,2018-09-15
"Ehemann, Nicolás Roberto; González-González, Lorem del Valle; Chollet-Villalpando, Jorge Guillermo; De La Cruz-Agüero, José",10.3897/zookeys.774.25028,Updated checklist of the extant Chondrichthyes within the Exclusive Economic Zone of Mexico,1,journal-article,2018-07-12,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,774,17-39,1,340,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25028,2018-08-08,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=25028,1,https://doi.org/10.3897/zookeys.774.25028,publisher,publishedVersion,2018-09-15
"Schilthuizen, Menno; Perreau, Michel; Njunjić, Iva",10.3897/zookeys.777.23212,"A review of the Cholevinae from the island of Borneo (Coleoptera, Leiodidae)",1,journal-article,2018-07-30,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,777,57-108,1,342,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23212,2018-08-10,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=23212,1,https://doi.org/10.3897/zookeys.777.23212,publisher,publishedVersion,2018-09-15
"Ustjuzhanin, Peter; Kovtunovich, Vasily; Sáfián, Szabolcs; Maicher, Vincent; Tropek, Robert",10.3897/zookeys.777.24729,"A newly discovered biodiversity hotspot of many-plumed moths in the Mount Cameroon area: first report on species diversity, with description of nine new species (Lepidoptera, Alucitidae)",1,journal-article,2018-07-30,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,777,119-139,1,343,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24729,2018-08-09,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=24729,1,https://doi.org/10.3897/zookeys.777.24729,publisher,publishedVersion,2018-09-15
"Pollet, Marc; Stark, Andreas",10.3897/zookeys.782.26329,"The quest for the identity of Orthoceratium lacustre (Scopoli, 1763) reveals centuries of misidentifications (Diptera, Dolichopodidae)",1,journal-article,2018-08-16,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,782,49-79,1,346,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26329,2018-08-16,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26329,1,https://doi.org/10.3897/zookeys.782.26329,publisher,publishedVersion,2018-09-15
"Hardy, Nate B.; Williams, Douglas J.",10.3897/zookeys.782.27938,"Doubling the known endemic species diversity of New Caledonian armored scale insects (Hemiptera, Diaspididae)",1,journal-article,2018-08-16,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",ZooKeys,Pensoft Publishers,1313-2970,,,782,11-47,1,347,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=27938,2018-08-16,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=27938,1,https://doi.org/10.3897/zookeys.782.27938,publisher,publishedVersion,2018-09-15
"dos Santos, Fernanda Martins; Entiauspe-Neto, Omar Machado; Araújo, Jailini da Silva; de Souza, Moisés Barbosa; de Lema, Thales; Strussmann, Christine; de Albuquerque, Nelson Rufino",10.3897/zoologia.35.e26742,"A new species of burrowing snake (Serpentes: Dipsadidae: Apostolepis) from the state of Mato Grosso, Central-West region of Brazil",1,journal-article,2018-06-07,,Zoologia,Pensoft Publishers,1984-4689,,,35,1-10,1,348,https://zoologia.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26742,2018-07-24,https://zoologia.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26742,1,https://doi.org/10.3897/zoologia.35.e26742,publisher,publishedVersion,2018-09-15
"Song, Zhi-Shun; Malenovský, Igor; Chen, Jian-Qin; Deckert, Jürgen ; Liang, Ai-Ping",10.3897/zse.94.26859,"Taxonomic review of the planthopper genus Orthopagus (Hemiptera, Fulgoromorpha, Dictyopharidae), with descriptions of two new species",1,journal-article,2018-08-06,"Ecology, Evolution, Behavior and Systematics",Zoosystematics and Evolution,Pensoft Publishers,1860-0743,,2,94,369-391,1,349,https://zse.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26859,2018-08-06,https://zse.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=26859,1,https://doi.org/10.3897/zse.94.26859,publisher,publishedVersion,2018-09-15
"de Brito, Pâmella Silva; Guimarães, Erick Cristofore; Katz, Axel Makay; Piorski, Nivaldo Magalhães; Ottoni, Felipe Polivanov",10.3897/zse.94.28201,"Taxonomic status of Aphyocharax avary Fowler, 1913, Aphyocharax pusillus Günther, 1868 and Chirodon alburnus Günther, 1869 (Characiformes, Characidae)",1,journal-article,2018-08-15,"Ecology, Evolution, Behavior and Systematics",Zoosystematics and Evolution,Pensoft Publishers,1860-0743,,2,94,393-399,1,350,https://zse.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=28201,2018-08-15,https://zse.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=28201,1,https://doi.org/10.3897/zse.94.28201,publisher,publishedVersion,2018-09-15
"Horsák, Michal; Meng, Stefan",10.4002/040.062.0103,Punctum lozeki N. Sp. — A New Minute Land-Snail Species (Gastropoda: Punctidae) from Siberia and Alaska,1,journal-article,2018-03-01,,Malacologia,Institute of Malacology,0076-2997,,1,62,11-20,1,351,,2018-06-18,,0,https://doi.org/10.4002/040.062.0103,,,2018-09-15
"Korb, S.K.",10.4039/tce.2018.16,"Notes on some primary types of Papilionidae (Lepidoptera) deposited in the Museum für Naturkunde, Berlin, Germany",1,journal-article,2018-04-23,"Insect Science,Physiology,Ecology, Evolution, Behavior and Systematics,Molecular Biology,Structural Biology",The Canadian Entomologist,Cambridge University Press (CUP),0008-347X,,04,150,465-470,1,352,,2018-06-14,,0,https://doi.org/10.4039/tce.2018.16,,,2018-09-15
"Biondi, Maurizio; D'Alessandro, Paola",10.4081/fe.2018.279,"Two new species of Chaetocnema Stephens from South Africa (Coleoptera: Chrysomelidae, Galerucinae, Alticini)",1,journal-article,2018-06-29,"Ecology,Insect Science,Ecology, Evolution, Behavior and Systematics",Fragmenta Entomologica,PAGEPress Publications,2284-4880,,,,11-18,1,354,http://www.fragmentaentomol.org/index.php/fragmenta/article/download/279/275,2018-08-07,http://www.fragmentaentomol.org/index.php/fragmenta/article/download/279/275,1,https://doi.org/10.4081/fe.2018.279,publisher,publishedVersion,2018-09-15
"McCartney, Jacob; Roberts, Eric; Tapanila, Leif; O'Leary, Maureen",10.4202/app.00442.2017,Large palaeophiid and nigerophiid snakes from Paleogene Trans-Saharan Seaway deposits of Mali,1,journal-article,2018-07-01,,Acta Palaeontologica Polonica,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",0567-7920,,,63,,1,355,http://www.app.pan.pl/article/item/article/item/app004422017.html?pdf=39,2018-05-07,http://www.app.pan.pl/article/item/article/item/app004422017.html?pdf=39,1,https://doi.org/10.4202/app.00442.2017,publisher,publishedVersion,2018-09-15
"Foffa, Davide; Young, Mark; Brusatte, Stephen",10.4202/app.00455.2018,Filling the Corallian gap: new information on Late Jurassic marine reptile faunas from England,1,journal-article,2018-07-01,,Acta Palaeontologica Polonica,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",0567-7920,,,63,,1,356,http://www.app.pan.pl/article/item/article/item/app004552018.html?pdf=39,2018-07-27,http://www.app.pan.pl/article/item/article/item/app004552018.html?pdf=39,1,https://doi.org/10.4202/app.00455.2018,publisher,publishedVersion,2018-09-15
"Hooker, Jerry",10.4202/app.00457.2018,Eocene antiquity of the European nyctitheriid euarchontan mammal Darbonetus,1,journal-article,2018-07-01,Palaeontology,Acta Palaeontologica Polonica,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",0567-7920,,,63,,1,357,http://www.app.pan.pl/article/item/article/item/app004572018.html?pdf=39,2018-08-07,http://www.app.pan.pl/article/item/article/item/app004572018.html?pdf=39,1,https://doi.org/10.4202/app.00457.2018,publisher,publishedVersion,2018-09-15
"Adamski, David; Sohn, Jae-Cheon",10.4289/0013-8797.120.2.245,"Anchimacheta suppletella (Zeller, 1877), N. Comb., (Lepidoptera: Urodoidea: Urodidae): Transferred from Blastobasis Zeller, 1855 (Gelechioidea: Blastobasidae), with Redescription and Diagnosis",1,journal-article,2018-04-01,,Proceedings of the Entomological Society of Washington,Entomological Society of Washington,0013-8797,,2,120,245-250,1,358,,2018-06-20,,0,https://doi.org/10.4289/0013-8797.120.2.245,,,2018-09-15
